student_id,age,python_skill,sql_skill,ml_skill,web_skill,data_interest,ai_interest,web_interest,programming_interest,course_id,course_title,category,difficulty,duration_hours,course_python,course_sql,course_ml,course_web,course_data_science,enrolled,progress,completed,rating,lessons_viewed,time_spent_hours
S100,21,5,1,2,0,5,4,5,1,C030,Advanced SQL - Advanced Track 5,Database,Advanced,25,1,5,2,0,5,0,0,0,0,1,1.2
S087,27,0,4,0,2,4,5,3,3,C045,React Development - Advanced Track 20,Web Development,Intermediate,30,3,0,1,5,1,0,0,0,0,3,0
S046,35,1,2,2,4,1,5,2,1,C034,Artificial Intelligence Basics - Advanced Track 9,AI,Beginner,25,3,1,4,0,4,0,0,0,0,0,0
S034,33,3,1,3,0,1,3,0,3,C016,Web Development Fundamentals,Web Development,Beginner,25,2,1,0,5,2,0,0,0,0,0,1
S096,20,1,5,3,3,4,1,5,3,C022,Full Stack Development,Web Development,Advanced,50,4,2,2,5,2,0,0,0,0,0,0
S061,31,0,5,2,4,2,5,0,5,C021,Node.js Backend Development,Web Development,Intermediate,32,4,1,1,5,1,0,0,0,0,0,0
S035,26,3,2,3,5,5,4,5,5,C012,Data Visualization,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,0,2
S025,29,3,4,3,0,1,1,0,2,C032,Machine Learning Fundamentals - Advanced Track 7,AI,Intermediate,35,4,2,5,0,5,1,16,0,3,5,7
S034,33,3,1,3,0,1,3,0,3,C014,Excel for Data Analysis,Data Science,Beginner,12,0,1,0,0,4,0,0,0,0,0,0
S080,30,5,1,3,1,4,4,0,3,C023,Git and GitHub,Programming,Beginner,10,2,0,0,3,0,1,23,0,2,1,0.9
S087,27,0,4,0,2,4,5,3,3,C043,JavaScript Fundamentals - Advanced Track 18,Web Development,Beginner,25,2,0,0,5,1,1,20,0,2,6,4.2
S062,27,4,2,5,3,2,3,5,2,C024,Software Engineering,Programming,Intermediate,30,3,2,1,3,1,0,0,0,0,0,4.3
S074,25,2,3,0,5,2,1,2,2,C018,JavaScript Fundamentals,Web Development,Beginner,25,2,0,0,5,1,0,0,0,0,5,2.9
S066,23,5,0,2,4,5,5,4,2,C018,JavaScript Fundamentals,Web Development,Beginner,25,2,0,0,5,1,0,0,0,0,0,0
S017,32,4,2,4,0,5,5,0,5,C004,SQL for Beginners,Database,Beginner,15,1,5,1,0,4,0,0,0,0,0,1.6
S090,34,5,2,0,3,3,0,3,2,C034,Artificial Intelligence Basics - Advanced Track 9,AI,Beginner,25,3,1,4,0,4,0,0,0,0,3,0
S002,35,0,4,3,0,0,0,1,1,C044,Advanced JavaScript - Advanced Track 19,Web Development,Advanced,35,3,0,1,5,1,0,0,0,0,0,0.8
S042,28,0,0,3,4,4,0,0,4,C024,Software Engineering,Programming,Intermediate,30,3,2,1,3,1,1,58,0,4,20,19.2
S031,30,5,2,0,1,1,1,4,3,C018,JavaScript Fundamentals,Web Development,Beginner,25,2,0,0,5,1,0,0,0,0,0,1.6
S047,26,4,3,2,0,0,5,3,2,C012,Data Visualization,Data Science,Beginner,15,3,2,1,0,5,1,33,0,3,5,10.3
S047,26,4,3,2,0,0,5,3,2,C026,Python for Beginners - Advanced Track 1,Programming,Beginner,20,5,1,0,1,2,1,16,0,3,4,5.2
S074,25,2,3,0,5,2,1,2,2,C044,Advanced JavaScript - Advanced Track 19,Web Development,Advanced,35,3,0,1,5,1,1,26,0,3,7,7.2
S031,30,5,2,0,1,1,1,4,3,C036,Data Analysis with Pandas - Advanced Track 11,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,0,0
S019,18,5,5,2,4,1,4,0,5,C048,Git and GitHub - Advanced Track 23,Programming,Beginner,10,2,0,0,3,0,0,0,0,0,1,2.3
S023,35,1,1,5,3,4,1,2,4,C027,Advanced Python - Advanced Track 2,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,1,5
S081,18,0,5,3,1,3,1,0,2,C034,Artificial Intelligence Basics - Advanced Track 9,AI,Beginner,25,3,1,4,0,4,1,24,0,4,6,2.7
S039,25,3,0,4,1,4,4,0,4,C017,HTML and CSS,Web Development,Beginner,15,0,0,0,5,1,0,0,0,0,0,2.1
S051,27,2,0,2,1,5,1,5,0,C007,Machine Learning Fundamentals,AI,Intermediate,35,4,2,5,0,5,1,57,0,4,10,19.7
S061,31,0,5,2,4,2,5,0,5,C041,Web Development Fundamentals - Advanced Track 16,Web Development,Beginner,25,2,1,0,5,2,0,0,0,0,0,0
S033,21,0,5,4,0,0,1,1,3,C023,Git and GitHub,Programming,Beginner,10,2,0,0,3,0,1,10,0,3,2,1
S074,25,2,3,0,5,2,1,2,2,C037,Data Visualization - Advanced Track 12,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,0,2.1
S100,21,5,1,2,0,5,4,5,1,C019,Advanced JavaScript,Web Development,Advanced,35,3,0,1,5,1,0,0,0,0,1,1.5
S063,35,1,1,3,5,3,5,5,1,C050,Object Oriented Programming - Advanced Track 25,Programming,Intermediate,25,4,1,1,3,1,0,0,0,0,0,0
S049,35,5,3,4,0,0,0,5,1,C040,Power BI Fundamentals - Advanced Track 15,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,3,0
S019,18,5,5,2,4,1,4,0,5,C011,Data Analysis with Pandas,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,0,2.1
S054,26,1,5,0,3,0,3,1,1,C041,Web Development Fundamentals - Advanced Track 16,Web Development,Beginner,25,2,1,0,5,2,0,0,0,0,0,3.2
S010,26,5,5,5,0,4,5,1,4,C006,Database Design,Database,Intermediate,22,1,5,1,1,4,1,43,0,3,10,5.4
S084,20,5,0,0,1,1,0,4,1,C019,Advanced JavaScript,Web Development,Advanced,35,3,0,1,5,1,0,0,0,0,3,0.8
S051,27,2,0,2,1,5,1,5,0,C018,JavaScript Fundamentals,Web Development,Beginner,25,2,0,0,5,1,0,0,0,0,0,0.4
S047,26,4,3,2,0,0,5,3,2,C048,Git and GitHub - Advanced Track 23,Programming,Beginner,10,2,0,0,3,0,0,0,0,0,0,1.2
S053,31,0,1,5,2,3,5,5,1,C011,Data Analysis with Pandas,Data Science,Beginner,18,5,3,2,0,5,1,0,0,3,0,0
S085,25,1,3,5,0,4,1,3,5,C017,HTML and CSS,Web Development,Beginner,15,0,0,0,5,1,0,0,0,0,3,0
S011,25,1,3,3,2,5,5,4,1,C014,Excel for Data Analysis,Data Science,Beginner,12,0,1,0,0,4,1,39,0,2,6,0
S061,31,0,5,2,4,2,5,0,5,C036,Data Analysis with Pandas - Advanced Track 11,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,0,3.7
S068,25,3,4,0,3,3,5,4,1,C049,Software Engineering - Advanced Track 24,Programming,Intermediate,30,3,2,1,3,1,1,34,0,3,5,10.7
S011,25,1,3,3,2,5,5,4,1,C042,HTML and CSS - Advanced Track 17,Web Development,Beginner,15,0,0,0,5,1,0,0,0,0,1,3.4
S030,31,3,5,0,5,5,5,0,0,C016,Web Development Fundamentals,Web Development,Beginner,25,2,1,0,5,2,1,72,0,4,13,14
S017,32,4,2,4,0,5,5,0,5,C034,Artificial Intelligence Basics - Advanced Track 9,AI,Beginner,25,3,1,4,0,4,1,41,0,3,8,7.4
S042,28,0,0,3,4,4,0,0,4,C031,Database Design - Advanced Track 6,Database,Intermediate,22,1,5,1,1,4,0,0,0,0,0,1
S035,26,3,2,3,5,5,4,5,5,C036,Data Analysis with Pandas - Advanced Track 11,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,0,0.1
S081,18,0,5,3,1,3,1,0,2,C048,Git and GitHub - Advanced Track 23,Programming,Beginner,10,2,0,0,3,0,0,0,0,0,0,2.7
S062,27,4,2,5,3,2,3,5,2,C035,Natural Language Processing - Advanced Track 10,AI,Advanced,40,4,1,5,0,4,1,2,0,3,0,0.5
S047,26,4,3,2,0,0,5,3,2,C027,Advanced Python - Advanced Track 2,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,0,0
S001,21,0,5,2,1,1,1,5,0,C034,Artificial Intelligence Basics - Advanced Track 9,AI,Beginner,25,3,1,4,0,4,0,0,0,0,0,0.6
S045,35,2,5,0,1,2,0,0,5,C019,Advanced JavaScript,Web Development,Advanced,35,3,0,1,5,1,1,10,0,4,0,4
S097,33,3,0,0,2,1,3,5,1,C031,Database Design - Advanced Track 6,Database,Intermediate,22,1,5,1,1,4,0,0,0,0,0,0
S038,23,0,4,0,1,0,4,0,5,C039,Excel for Data Analysis - Advanced Track 14,Data Science,Beginner,12,0,1,0,0,4,1,33,0,3,10,0.1
S025,29,3,4,3,0,1,1,0,2,C027,Advanced Python - Advanced Track 2,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,2,2.4
S032,22,3,1,2,3,1,0,3,4,C011,Data Analysis with Pandas,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,0,2.5
S049,35,5,3,4,0,0,0,5,1,C015,Power BI Fundamentals,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,4,0
S031,30,5,2,0,1,1,1,4,3,C034,Artificial Intelligence Basics - Advanced Track 9,AI,Beginner,25,3,1,4,0,4,0,0,0,0,0,3.1
S089,21,4,0,2,4,3,5,2,0,C044,Advanced JavaScript - Advanced Track 19,Web Development,Advanced,35,3,0,1,5,1,0,0,0,0,0,1.7
S024,31,1,4,5,5,1,5,2,3,C009,Artificial Intelligence Basics,AI,Beginner,25,3,1,4,0,4,0,0,0,0,0,3.1
S080,30,5,1,3,1,4,4,0,3,C029,SQL for Beginners - Advanced Track 4,Database,Beginner,15,1,5,1,0,4,0,0,0,0,3,0
S024,31,1,4,5,5,1,5,2,3,C007,Machine Learning Fundamentals,AI,Intermediate,35,4,2,5,0,5,1,38,0,4,7,16.7
S064,27,3,4,0,2,2,1,3,4,C014,Excel for Data Analysis,Data Science,Beginner,12,0,1,0,0,4,0,0,0,0,0,0
S043,24,4,2,1,2,0,1,2,2,C006,Database Design,Database,Intermediate,22,1,5,1,1,4,0,0,0,0,0,0
S008,20,0,5,1,2,0,1,0,3,C018,JavaScript Fundamentals,Web Development,Beginner,25,2,0,0,5,1,1,32,0,4,5,3.2
S024,31,1,4,5,5,1,5,2,3,C013,Statistics for Data Science,Data Science,Intermediate,28,2,2,3,0,5,1,70,0,5,18,15.7
S002,35,0,4,3,0,0,0,1,1,C008,Deep Learning with Python,AI,Advanced,45,5,1,5,0,5,0,0,0,0,2,0
S050,35,0,2,4,4,1,3,1,0,C050,Object Oriented Programming - Advanced Track 25,Programming,Intermediate,25,4,1,1,3,1,1,34,0,2,7,7.8
S026,18,4,4,1,4,1,0,0,5,C030,Advanced SQL - Advanced Track 5,Database,Advanced,25,1,5,2,0,5,1,16,0,3,1,1.3
S061,31,0,5,2,4,2,5,0,5,C025,Object Oriented Programming,Programming,Intermediate,25,4,1,1,3,1,1,5,0,3,0,0
S021,34,0,4,2,3,0,0,2,2,C041,Web Development Fundamentals - Advanced Track 16,Web Development,Beginner,25,2,1,0,5,2,0,0,0,0,2,4.5
S071,21,3,1,3,5,4,4,4,2,C034,Artificial Intelligence Basics - Advanced Track 9,AI,Beginner,25,3,1,4,0,4,0,0,0,0,0,0.7
S039,25,3,0,4,1,4,4,0,4,C013,Statistics for Data Science,Data Science,Intermediate,28,2,2,3,0,5,1,36,0,3,8,10.3
S015,30,2,1,1,4,3,0,0,0,C016,Web Development Fundamentals,Web Development,Beginner,25,2,1,0,5,2,1,43,0,3,10,7
S036,33,1,1,2,1,0,4,5,4,C038,Statistics for Data Science - Advanced Track 13,Data Science,Intermediate,28,2,2,3,0,5,0,0,0,0,2,2.7
S002,35,0,4,3,0,0,0,1,1,C003,Python for Data Science,Data Science,Intermediate,30,5,2,3,0,5,0,0,0,0,0,0.1
S089,21,4,0,2,4,3,5,2,0,C039,Excel for Data Analysis - Advanced Track 14,Data Science,Beginner,12,0,1,0,0,4,0,0,0,0,2,0
S044,23,3,4,5,2,4,5,4,0,C049,Software Engineering - Advanced Track 24,Programming,Intermediate,30,3,2,1,3,1,1,13,0,3,0,4.8
S057,35,2,0,0,2,1,4,2,0,C047,Full Stack Development - Advanced Track 22,Web Development,Advanced,50,4,2,2,5,2,0,0,0,0,0,5.2
S046,35,1,2,2,4,1,5,2,1,C047,Full Stack Development - Advanced Track 22,Web Development,Advanced,50,4,2,2,5,2,0,0,0,0,5,0
S063,35,1,1,3,5,3,5,5,1,C046,Node.js Backend Development - Advanced Track 21,Web Development,Intermediate,32,4,1,1,5,1,1,15,0,4,5,3.6
S025,29,3,4,3,0,1,1,0,2,C037,Data Visualization - Advanced Track 12,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,0,0.1
S094,28,0,3,2,1,3,1,2,2,C030,Advanced SQL - Advanced Track 5,Database,Advanced,25,1,5,2,0,5,0,0,0,0,0,0
S071,21,3,1,3,5,4,4,4,2,C011,Data Analysis with Pandas,Data Science,Beginner,18,5,3,2,0,5,1,8,0,3,0,5.8
S094,28,0,3,2,1,3,1,2,2,C012,Data Visualization,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,0,2.4
S047,26,4,3,2,0,0,5,3,2,C050,Object Oriented Programming - Advanced Track 25,Programming,Intermediate,25,4,1,1,3,1,0,0,0,0,1,1.7
S009,26,3,5,2,1,2,2,1,5,C043,JavaScript Fundamentals - Advanced Track 18,Web Development,Beginner,25,2,0,0,5,1,0,0,0,0,2,0
S025,29,3,4,3,0,1,1,0,2,C034,Artificial Intelligence Basics - Advanced Track 9,AI,Beginner,25,3,1,4,0,4,0,0,0,0,0,0
S020,27,5,4,4,1,1,2,1,4,C040,Power BI Fundamentals - Advanced Track 15,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,0,8.8
S006,29,2,4,2,0,5,3,4,0,C009,Artificial Intelligence Basics,AI,Beginner,25,3,1,4,0,4,1,0,0,2,1,1.6
S050,35,0,2,4,4,1,3,1,0,C043,JavaScript Fundamentals - Advanced Track 18,Web Development,Beginner,25,2,0,0,5,1,0,0,0,0,0,1
S076,24,0,3,3,2,4,3,3,0,C017,HTML and CSS,Web Development,Beginner,15,0,0,0,5,1,0,0,0,0,0,0
S084,20,5,0,0,1,1,0,4,1,C032,Machine Learning Fundamentals - Advanced Track 7,AI,Intermediate,35,4,2,5,0,5,0,0,0,0,0,9
S060,34,4,5,5,5,5,5,1,2,C041,Web Development Fundamentals - Advanced Track 16,Web Development,Beginner,25,2,1,0,5,2,0,0,0,0,1,0
S054,26,1,5,0,3,0,3,1,1,C024,Software Engineering,Programming,Intermediate,30,3,2,1,3,1,1,44,0,3,10,14.5
S010,26,5,5,5,0,4,5,1,4,C014,Excel for Data Analysis,Data Science,Beginner,12,0,1,0,0,4,1,7,0,3,2,0
S032,22,3,1,2,3,1,0,3,4,C037,Data Visualization - Advanced Track 12,Data Science,Beginner,15,3,2,1,0,5,1,9,0,4,0,4.3
S096,20,1,5,3,3,4,1,5,3,C007,Machine Learning Fundamentals,AI,Intermediate,35,4,2,5,0,5,0,0,0,0,2,0
S087,27,0,4,0,2,4,5,3,3,C030,Advanced SQL - Advanced Track 5,Database,Advanced,25,1,5,2,0,5,1,39,0,2,5,6
S022,25,0,1,4,0,0,5,3,0,C012,Data Visualization,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,0,0
S085,25,1,3,5,0,4,1,3,5,C011,Data Analysis with Pandas,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,7,1.3
S046,35,1,2,2,4,1,5,2,1,C021,Node.js Backend Development,Web Development,Intermediate,32,4,1,1,5,1,0,0,0,0,0,0
S093,20,2,3,1,3,4,4,5,3,C021,Node.js Backend Development,Web Development,Intermediate,32,4,1,1,5,1,0,0,0,0,0,0
S028,33,1,4,1,5,4,4,3,1,C025,Object Oriented Programming,Programming,Intermediate,25,4,1,1,3,1,0,0,0,0,5,1.2
S033,21,0,5,4,0,0,1,1,3,C024,Software Engineering,Programming,Intermediate,30,3,2,1,3,1,0,0,0,0,0,1.6
S051,27,2,0,2,1,5,1,5,0,C001,Python for Beginners,Programming,Beginner,20,5,1,0,1,2,0,0,0,0,0,0
S077,24,3,3,4,5,0,4,3,3,C002,Advanced Python,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,0,2.8
S003,34,4,0,4,1,5,5,5,4,C050,Object Oriented Programming - Advanced Track 25,Programming,Intermediate,25,4,1,1,3,1,0,0,0,0,0,0
S074,25,2,3,0,5,2,1,2,2,C010,Natural Language Processing,AI,Advanced,40,4,1,5,0,4,0,0,0,0,1,2.6
S020,27,5,4,4,1,1,2,1,4,C009,Artificial Intelligence Basics,AI,Beginner,25,3,1,4,0,4,0,0,0,0,0,0.1
S077,24,3,3,4,5,0,4,3,3,C042,HTML and CSS - Advanced Track 17,Web Development,Beginner,15,0,0,0,5,1,0,0,0,0,5,1.1
S074,25,2,3,0,5,2,1,2,2,C025,Object Oriented Programming,Programming,Intermediate,25,4,1,1,3,1,1,17,0,3,3,7.9
S099,35,2,2,5,3,2,2,2,1,C015,Power BI Fundamentals,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,0,0
S002,35,0,4,3,0,0,0,1,1,C041,Web Development Fundamentals - Advanced Track 16,Web Development,Beginner,25,2,1,0,5,2,0,0,0,0,0,0
S040,20,3,5,4,4,4,2,2,1,C034,Artificial Intelligence Basics - Advanced Track 9,AI,Beginner,25,3,1,4,0,4,0,0,0,0,3,0
S020,27,5,4,4,1,1,2,1,4,C021,Node.js Backend Development,Web Development,Intermediate,32,4,1,1,5,1,1,26,0,2,5,10.9
S097,33,3,0,0,2,1,3,5,1,C039,Excel for Data Analysis - Advanced Track 14,Data Science,Beginner,12,0,1,0,0,4,1,9,0,4,5,0
S038,23,0,4,0,1,0,4,0,5,C026,Python for Beginners - Advanced Track 1,Programming,Beginner,20,5,1,0,1,2,0,0,0,0,0,1.9
S034,33,3,1,3,0,1,3,0,3,C006,Database Design,Database,Intermediate,22,1,5,1,1,4,0,0,0,0,0,0
S090,34,5,2,0,3,3,0,3,2,C009,Artificial Intelligence Basics,AI,Beginner,25,3,1,4,0,4,0,0,0,0,0,0
S026,18,4,4,1,4,1,0,0,5,C032,Machine Learning Fundamentals - Advanced Track 7,AI,Intermediate,35,4,2,5,0,5,0,0,0,0,2,3.8
S072,32,4,5,4,3,4,3,1,5,C040,Power BI Fundamentals - Advanced Track 15,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,1,0
S032,22,3,1,2,3,1,0,3,4,C005,Advanced SQL,Database,Advanced,25,1,5,2,0,5,0,0,0,0,0,0
S088,24,0,4,5,5,1,0,5,2,C037,Data Visualization - Advanced Track 12,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,1,2
S055,32,2,2,1,1,0,5,1,3,C024,Software Engineering,Programming,Intermediate,30,3,2,1,3,1,0,0,0,0,0,0.2
S045,35,2,5,0,1,2,0,0,5,C040,Power BI Fundamentals - Advanced Track 15,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,2,2.4
S080,30,5,1,3,1,4,4,0,3,C010,Natural Language Processing,AI,Advanced,40,4,1,5,0,4,0,0,0,0,0,4.2
S030,31,3,5,0,5,5,5,0,0,C013,Statistics for Data Science,Data Science,Intermediate,28,2,2,3,0,5,1,46,0,2,6,17.1
S015,30,2,1,1,4,3,0,0,0,C048,Git and GitHub - Advanced Track 23,Programming,Beginner,10,2,0,0,3,0,0,0,0,0,2,0
S019,18,5,5,2,4,1,4,0,5,C019,Advanced JavaScript,Web Development,Advanced,35,3,0,1,5,1,0,0,0,0,0,0.9
S015,30,2,1,1,4,3,0,0,0,C020,React Development,Web Development,Intermediate,30,3,0,1,5,1,1,31,0,3,6,10.2
S095,28,2,4,5,2,4,0,4,1,C035,Natural Language Processing - Advanced Track 10,AI,Advanced,40,4,1,5,0,4,0,0,0,0,5,3.2
S097,33,3,0,0,2,1,3,5,1,C017,HTML and CSS,Web Development,Beginner,15,0,0,0,5,1,0,0,0,0,0,2.8
S019,18,5,5,2,4,1,4,0,5,C045,React Development - Advanced Track 20,Web Development,Intermediate,30,3,0,1,5,1,1,15,0,2,4,9.9
S033,21,0,5,4,0,0,1,1,3,C011,Data Analysis with Pandas,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,0,0
S090,34,5,2,0,3,3,0,3,2,C040,Power BI Fundamentals - Advanced Track 15,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,0,0
S002,35,0,4,3,0,0,0,1,1,C005,Advanced SQL,Database,Advanced,25,1,5,2,0,5,1,1,0,3,0,0
S014,22,1,5,4,4,2,5,4,3,C002,Advanced Python,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,0,2.7
S050,35,0,2,4,4,1,3,1,0,C015,Power BI Fundamentals,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,0,4.6
S091,32,5,1,3,1,5,4,5,2,C007,Machine Learning Fundamentals,AI,Intermediate,35,4,2,5,0,5,1,71,0,3,17,22.9
S092,35,3,3,3,5,4,2,2,1,C002,Advanced Python,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,2,0.5
S040,20,3,5,4,4,4,2,2,1,C022,Full Stack Development,Web Development,Advanced,50,4,2,2,5,2,0,0,0,0,1,0
S003,34,4,0,4,1,5,5,5,4,C023,Git and GitHub,Programming,Beginner,10,2,0,0,3,0,0,0,0,0,0,1.8
S036,33,1,1,2,1,0,4,5,4,C004,SQL for Beginners,Database,Beginner,15,1,5,1,0,4,0,0,0,0,0,2.5
S004,31,1,3,4,2,0,1,5,3,C036,Data Analysis with Pandas - Advanced Track 11,Data Science,Beginner,18,5,3,2,0,5,1,6,0,3,2,3
S051,27,2,0,2,1,5,1,5,0,C043,JavaScript Fundamentals - Advanced Track 18,Web Development,Beginner,25,2,0,0,5,1,0,0,0,0,0,1.7
S067,20,1,5,2,1,1,1,0,0,C044,Advanced JavaScript - Advanced Track 19,Web Development,Advanced,35,3,0,1,5,1,0,0,0,0,0,0
S030,31,3,5,0,5,5,5,0,0,C027,Advanced Python - Advanced Track 2,Programming,Advanced,35,5,1,2,2,2,1,4,0,3,0,2.4
S075,28,4,0,1,1,1,3,5,1,C035,Natural Language Processing - Advanced Track 10,AI,Advanced,40,4,1,5,0,4,1,39,0,3,6,14.6
S018,35,2,5,2,0,2,3,1,3,C028,Python for Data Science - Advanced Track 3,Data Science,Intermediate,30,5,2,3,0,5,0,0,0,0,0,1.4
S019,18,5,5,2,4,1,4,0,5,C042,HTML and CSS - Advanced Track 17,Web Development,Beginner,15,0,0,0,5,1,0,0,0,0,0,2.3
S094,28,0,3,2,1,3,1,2,2,C002,Advanced Python,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,0,1
S053,31,0,1,5,2,3,5,5,1,C027,Advanced Python - Advanced Track 2,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,4,3.2
S082,30,2,1,3,2,2,3,2,3,C048,Git and GitHub - Advanced Track 23,Programming,Beginner,10,2,0,0,3,0,0,0,0,0,0,1.9
S014,22,1,5,4,4,2,5,4,3,C009,Artificial Intelligence Basics,AI,Beginner,25,3,1,4,0,4,0,0,0,0,3,1.2
S079,25,3,1,2,3,3,0,3,2,C040,Power BI Fundamentals - Advanced Track 15,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,3,6
S030,31,3,5,0,5,5,5,0,0,C039,Excel for Data Analysis - Advanced Track 14,Data Science,Beginner,12,0,1,0,0,4,0,0,0,0,3,0.7
S046,35,1,2,2,4,1,5,2,1,C006,Database Design,Database,Intermediate,22,1,5,1,1,4,0,0,0,0,3,0.4
S065,28,3,3,3,5,1,4,3,5,C039,Excel for Data Analysis - Advanced Track 14,Data Science,Beginner,12,0,1,0,0,4,0,0,0,0,0,0
S024,31,1,4,5,5,1,5,2,3,C025,Object Oriented Programming,Programming,Intermediate,25,4,1,1,3,1,1,54,0,4,8,18.1
S029,33,3,1,0,0,5,3,2,3,C003,Python for Data Science,Data Science,Intermediate,30,5,2,3,0,5,0,0,0,0,1,0
S035,26,3,2,3,5,5,4,5,5,C027,Advanced Python - Advanced Track 2,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,1,0
S026,18,4,4,1,4,1,0,0,5,C049,Software Engineering - Advanced Track 24,Programming,Intermediate,30,3,2,1,3,1,1,30,0,4,8,7.2
S079,25,3,1,2,3,3,0,3,2,C032,Machine Learning Fundamentals - Advanced Track 7,AI,Intermediate,35,4,2,5,0,5,0,0,0,0,0,5.9
S032,22,3,1,2,3,1,0,3,4,C028,Python for Data Science - Advanced Track 3,Data Science,Intermediate,30,5,2,3,0,5,1,9,0,4,0,7.1
S091,32,5,1,3,1,5,4,5,2,C003,Python for Data Science,Data Science,Intermediate,30,5,2,3,0,5,1,34,0,2,5,13.9
S032,22,3,1,2,3,1,0,3,4,C034,Artificial Intelligence Basics - Advanced Track 9,AI,Beginner,25,3,1,4,0,4,0,0,0,0,5,1.7
S006,29,2,4,2,0,5,3,4,0,C036,Data Analysis with Pandas - Advanced Track 11,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,0,6
S007,30,0,4,2,5,4,2,4,1,C013,Statistics for Data Science,Data Science,Intermediate,28,2,2,3,0,5,0,0,0,0,0,0
S055,32,2,2,1,1,0,5,1,3,C019,Advanced JavaScript,Web Development,Advanced,35,3,0,1,5,1,1,30,0,3,7,11.9
S015,30,2,1,1,4,3,0,0,0,C012,Data Visualization,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,0,0
S058,21,4,3,2,5,2,3,4,4,C002,Advanced Python,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,1,0
S092,35,3,3,3,5,4,2,2,1,C013,Statistics for Data Science,Data Science,Intermediate,28,2,2,3,0,5,1,79,0,4,20,20.7
S089,21,4,0,2,4,3,5,2,0,C042,HTML and CSS - Advanced Track 17,Web Development,Beginner,15,0,0,0,5,1,0,0,0,0,0,0
S094,28,0,3,2,1,3,1,2,2,C033,Deep Learning with Python - Advanced Track 8,AI,Advanced,45,5,1,5,0,5,1,38,0,4,5,19.8
S006,29,2,4,2,0,5,3,4,0,C050,Object Oriented Programming - Advanced Track 25,Programming,Intermediate,25,4,1,1,3,1,0,0,0,0,0,0.8
S054,26,1,5,0,3,0,3,1,1,C020,React Development,Web Development,Intermediate,30,3,0,1,5,1,0,0,0,0,0,0
S058,21,4,3,2,5,2,3,4,4,C019,Advanced JavaScript,Web Development,Advanced,35,3,0,1,5,1,1,32,0,3,4,10.7
S026,18,4,4,1,4,1,0,0,5,C001,Python for Beginners,Programming,Beginner,20,5,1,0,1,2,1,0,0,4,0,0
S064,27,3,4,0,2,2,1,3,4,C032,Machine Learning Fundamentals - Advanced Track 7,AI,Intermediate,35,4,2,5,0,5,1,20,0,4,3,6.8
S032,22,3,1,2,3,1,0,3,4,C036,Data Analysis with Pandas - Advanced Track 11,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,0,0
S027,19,1,0,0,2,0,4,1,2,C004,SQL for Beginners,Database,Beginner,15,1,5,1,0,4,1,0,0,3,0,0
S005,28,2,1,1,2,0,0,3,0,C010,Natural Language Processing,AI,Advanced,40,4,1,5,0,4,0,0,0,0,0,0.5
S078,18,2,2,3,3,4,5,5,4,C020,React Development,Web Development,Intermediate,30,3,0,1,5,1,1,29,0,2,4,7.5
S054,26,1,5,0,3,0,3,1,1,C012,Data Visualization,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,0,0
S085,25,1,3,5,0,4,1,3,5,C045,React Development - Advanced Track 20,Web Development,Intermediate,30,3,0,1,5,1,0,0,0,0,0,1.7
S047,26,4,3,2,0,0,5,3,2,C003,Python for Data Science,Data Science,Intermediate,30,5,2,3,0,5,0,0,0,0,0,0.6
